trip_id,user_id,trip_timestamp,fare,payment_method_hash,is_fraud,signup_date,device_id
623,236,2025-01-14 08:51:00,23.15,card_541,0,2024-06-19,device_735
9876,236,2025-01-14 21:47:00,49.42,card_645,0,2024-06-19,device_735
7593,236,2025-01-16 12:06:00,58.14,card_669,0,2024-06-19,device_735
4131,236,2025-01-17 22:38:00,81.44,card_515,0,2024-06-19,device_735
5749,236,2025-01-18 03:45:00,62.44,card_761,0,2024-06-19,device_735
5465,236,2025-01-20 02:42:00,36.11,card_40,0,2024-06-19,device_735
2766,236,2025-01-23 22:30:00,26.79,card_227,0,2024-06-19,device_735
8105,236,2025-01-26 12:29:00,38.98,card_284,0,2024-06-19,device_735
7145,237,2025-01-07 02:56:00,14.67,card_101,0,2024-02-07,device_556
4507,237,2025-01-11 13:17:00,49.62,card_103,0,2024-02-07,device_556
4258,237,2025-01-12 01:46:00,73.9,card_674,0,2024-02-07,device_556
6086,237,2025-01-17 09:54:00,84.66,card_107,0,2024-02-07,device_556
6947,237,2025-01-24 14:51:00,32.21,card_404,0,2024-02-07,device_556
3079,237,2025-01-28 05:37:00,40.34,card_537,0,2024-02-07,device_556
4764,237,2025-01-30 09:22:00,23.29,card_820,0,2024-02-07,device_556
4790,238,2025-01-06 05:08:00,93.87,card_887,0,2024-06-09,device_759
8687,238,2025-01-08 08:16:00,85.87,card_511,0,2024-06-09,device_759
2265,238,2025-01-19 19:29:00,49.55,card_232,0,2024-06-09,device_759
7783,238,2025-01-22 03:53:00,83.01,card_242,0,2024-06-09,device_759
9193,238,2025-01-23 13:18:00,13.83,card_491,0,2024-06-09,device_759
3129,238,2025-01-25 01:27:00,32.47,card_70,0,2024-06-09,device_759
5471,239,2025-01-09 20:36:00,31.36,card_348,0,2024-07-04,device_57
3045,239,2025-01-13 12:24:00,14.0,card_847,0,2024-07-04,device_57
4163,239,2025-01-14 04:12:00,33.33,card_536,0,2024-07-04,device_57
6607,239,2025-01-16 00:00:00,50.61,card_670,0,2024-07-04,device_57
3270,239,2025-01-16 16:22:00,27.02,card_665,0,2024-07-04,device_57
1530,239,2025-01-17 21:00:00,39.23,card_57,0,2024-07-04,device_57
3931,239,2025-01-18 15:02:00,68.68,card_758,0,2024-07-04,device_57
8213,239,2025-01-24 13:22:00,47.64,card_531,0,2024-07-04,device_57
5150,239,2025-01-24 14:16:00,38.26,card_55,0,2024-07-04,device_57
443,239,2025-01-28 13:49:00,96.32,card_742,0,2024-07-04,device_57
8537,239,2025-01-30 19:02:00,39.19,card_826,0,2024-07-04,device_57
4731,240,2025-01-02 06:36:00,18.53,card_45,0,2024-03-07,device_62
1711,240,2025-01-03 01:06:00,73.31,card_866,0,2024-03-07,device_62
4223,240,2025-01-03 04:45:00,36.21,card_700,0,2024-03-07,device_62
8232,240,2025-01-03 09:57:00,95.87,card_520,0,2024-03-07,device_62
1374,240,2025-01-07 11:32:00,16.0,card_453,0,2024-03-07,device_62
8222,240,2025-01-07 17:56:00,88.41,card_167,0,2024-03-07,device_62
3611,240,2025-01-10 13:11:00,54.24,card_896,0,2024-03-07,device_62
9447,240,2025-01-11 04:06:00,48.79,card_184,0,2024-03-07,device_62
1895,240,2025-01-20 04:22:00,27.3,card_362,0,2024-03-07,device_62
8656,240,2025-01-20 13:34:00,70.4,card_283,0,2024-03-07,device_62
2885,240,2025-01-21 15:15:00,56.85,card_657,0,2024-03-07,device_62
4113,240,2025-01-30 12:48:00,10.82,card_816,0,2024-03-07,device_62
9465,241,2025-01-09 22:15:00,16.72,card_466,0,2024-06-03,device_190
6,241,2025-01-10 09:19:00,32.26,card_369,0,2024-06-03,device_190
3489,241,2025-01-13 11:01:00,60.24,card_640,0,2024-06-03,device_190
7878,241,2025-01-15 15:03:00,65.48,card_217,0,2024-06-03,device_190
7577,241,2025-01-17 00:20:00,60.71,card_102,0,2024-06-03,device_190
372,241,2025-01-18 07:50:00,43.02,card_726,0,2024-06-03,device_190
3334,241,2025-01-20 11:05:00,5.39,card_66,0,2024-06-03,device_190
2016,241,2025-01-20 23:04:00,52.34,card_474,0,2024-06-03,device_190
4634,241,2025-01-27 10:32:00,54.09,card_157,0,2024-06-03,device_190
9057,242,2025-01-05 06:04:00,59.86,card_371,0,2024-09-28,device_724
5665,242,2025-01-07 15:40:00,90.24,card_264,0,2024-09-28,device_724
87,242,2025-01-12 09:49:00,62.55,card_818,0,2024-09-28,device_724
6028,242,2025-01-13 20:49:00,52.39,card_853,0,2024-09-28,device_724
3038,242,2025-01-15 03:33:00,73.73,card_10,0,2024-09-28,device_724
5114,242,2025-01-15 16:51:00,77.73,card_571,0,2024-09-28,device_724
8566,242,2025-01-18 06:12:00,85.38,card_538,0,2024-09-28,device_724
6779,242,2025-01-18 19:10:00,56.46,card_293,0,2024-09-28,device_724
572,242,2025-01-19 06:01:00,95.37,card_477,0,2024-09-28,device_724
5834,242,2025-01-21 16:30:00,28.68,card_362,0,2024-09-28,device_724
9396,242,2025-01-23 05:56:00,8.42,card_420,0,2024-09-28,device_724
4394,242,2025-01-26 22:30:00,15.5,card_343,0,2024-09-28,device_724
7076,243,2025-01-01 17:18:00,16.1,card_398,0,2024-08-07,device_676
9073,243,2025-01-01 18:55:00,67.14,card_302,0,2024-08-07,device_676
2272,243,2025-01-05 14:30:00,46.08,card_792,0,2024-08-07,device_676
8951,243,2025-01-05 20:34:00,19.13,card_379,0,2024-08-07,device_676
6867,243,2025-01-10 18:04:00,49.09,card_424,0,2024-08-07,device_676
3937,243,2025-01-12 19:22:00,93.94,card_882,0,2024-08-07,device_676
2729,243,2025-01-15 09:57:00,10.93,card_698,0,2024-08-07,device_676
2211,243,2025-01-22 03:04:00,60.97,card_422,0,2024-08-07,device_676
7582,243,2025-01-22 22:15:00,78.81,card_439,0,2024-08-07,device_676
3020,243,2025-01-24 16:40:00,11.94,card_827,0,2024-08-07,device_676
9755,243,2025-01-26 00:44:00,35.28,card_809,0,2024-08-07,device_676
5640,243,2025-01-28 07:14:00,47.86,card_437,0,2024-08-07,device_676
6633,243,2025-01-29 15:03:00,51.7,card_45,0,2024-08-07,device_676
7133,243,2025-01-30 16:28:00,63.44,card_196,0,2024-08-07,device_676
2796,244,2025-01-11 05:54:00,94.09,card_121,0,2024-11-09,device_613
601,244,2025-01-11 22:43:00,79.27,card_474,0,2024-11-09,device_613
1273,244,2025-01-14 10:22:00,57.93,card_593,0,2024-11-09,device_613
8530,244,2025-01-17 02:42:00,29.52,card_216,0,2024-11-09,device_613
5952,244,2025-01-17 19:04:00,26.94,card_397,0,2024-11-09,device_613
9108,244,2025-01-22 22:47:00,14.53,card_348,0,2024-11-09,device_613
6456,244,2025-01-23 13:07:00,49.77,card_807,0,2024-11-09,device_613
810,244,2025-01-26 04:20:00,25.0,card_527,0,2024-11-09,device_613
4450,244,2025-01-28 18:04:00,36.36,card_454,0,2024-11-09,device_613
3437,245,2025-01-01 12:42:00,45.16,card_153,0,2024-02-22,device_670
8414,245,2025-01-02 05:53:00,85.3,card_603,0,2024-02-22,device_670
5117,245,2025-01-05 15:09:00,78.77,card_818,0,2024-02-22,device_670
6649,245,2025-01-15 15:45:00,44.51,card_457,0,2024-02-22,device_670
6519,245,2025-01-19 22:37:00,53.06,card_443,0,2024-02-22,device_670
5632,245,2025-01-30 03:59:00,46.75,card_329,0,2024-02-22,device_670
599,245,2025-01-30 05:34:00,26.06,card_444,0,2024-02-22,device_670
213,246,2025-01-01 00:45:00,59.32,card_576,0,2024-03-21,device_755
2310,246,2025-01-07 22:15:00,56.37,card_792,0,2024-03-21,device_755
4290,246,2025-01-07 23:45:00,67.5,card_406,0,2024-03-21,device_755
7204,246,2025-01-16 22:13:00,28.43,card_590,0,2024-03-21,device_755
5440,246,2025-01-16 22:14:00,54.46,card_603,1,2024-03-21,device_755
3638,246,2025-01-18 20:07:00,85.11,card_321,0,2024-03-21,device_755
1232,246,2025-01-22 03:59:00,53.84,card_361,0,2024-03-21,device_755
9957,246,2025-01-24 07:11:00,23.22,card_820,0,2024-03-21,device_755
5075,246,2025-01-27 19:58:00,5.37,card_695,0,2024-03-21,device_755
9667,247,2025-01-01 16:23:00,70.57,card_296,0,2024-03-20,device_721
6976,247,2025-01-05 17:00:00,22.74,card_744,0,2024-03-20,device_721
7315,247,2025-01-06 04:22:00,59.93,card_472,0,2024-03-20,device_721
5524,247,2025-01-09 01:09:00,88.32,card_459,0,2024-03-20,device_721
5881,247,2025-01-09 20:24:00,15.96,card_681,0,2024-03-20,device_721
1176,247,2025-01-14 11:00:00,17.48,card_391,0,2024-03-20,device_721
8291,247,2025-01-19 14:17:00,22.96,card_847,0,2024-03-20,device_721
7921,247,2025-01-19 14:32:00,21.9,card_290,0,2024-03-20,device_721
5280,247,2025-01-20 03:22:00,43.04,card_287,0,2024-03-20,device_721
2734,247,2025-01-23 16:57:00,17.93,card_174,0,2024-03-20,device_721
9558,247,2025-01-28 00:22:00,46.56,card_678,0,2024-03-20,device_721
549,247,2025-01-28 05:16:00,65.62,card_711,0,2024-03-20,device_721
4021,248,2025-01-01 10:19:00,89.01,card_508,0,2024-06-23,device_727
2417,248,2025-01-02 10:36:00,43.05,card_540,0,2024-06-23,device_727
3067,248,2025-01-06 01:43:00,22.53,card_51,0,2024-06-23,device_727
367,248,2025-01-07 09:15:00,45.14,card_38,0,2024-06-23,device_727
1808,248,2025-01-08 02:06:00,74.29,card_661,0,2024-06-23,device_727
9484,248,2025-01-17 22:29:00,43.34,card_115,0,2024-06-23,device_727
9132,248,2025-01-21 01:34:00,66.75,card_683,0,2024-06-23,device_727
2611,248,2025-01-21 11:56:00,58.26,card_606,0,2024-06-23,device_727
9037,248,2025-01-21 21:10:00,39.81,card_86,0,2024-06-23,device_727
1582,248,2025-01-23 17:33:00,60.66,card_879,0,2024-06-23,device_727
3275,249,2025-01-01 01:47:00,7.65,card_214,0,2024-03-16,device_288
7006,249,2025-01-02 06:02:00,52.43,card_721,0,2024-03-16,device_288
4237,249,2025-01-02 14:35:00,27.31,card_660,0,2024-03-16,device_288
8038,249,2025-01-22 23:36:00,48.59,card_644,0,2024-03-16,device_288
6555,249,2025-01-23 00:57:00,55.11,card_492,0,2024-03-16,device_288
361,249,2025-01-24 01:50:00,55.85,card_535,0,2024-03-16,device_288
6378,249,2025-01-25 15:34:00,72.92,card_308,0,2024-03-16,device_288
5866,249,2025-01-27 12:28:00,35.53,card_851,0,2024-03-16,device_288
8022,250,2025-01-03 19:53:00,41.56,card_293,0,2024-05-27,device_385
3053,250,2025-01-05 02:23:00,40.07,card_776,0,2024-05-27,device_385
2710,250,2025-01-09 03:13:00,29.07,card_305,0,2024-05-27,device_385
1452,250,2025-01-09 05:16:00,58.89,card_169,0,2024-05-27,device_385
3229,250,2025-01-27 17:46:00,96.53,card_636,0,2024-05-27,device_385
6927,251,2025-01-02 05:12:00,32.99,card_27,0,2024-06-17,device_741
4469,251,2025-01-04 09:12:00,86.0,card_786,0,2024-06-17,device_741
5413,251,2025-01-09 12:16:00,71.53,card_251,0,2024-06-17,device_741
3363,251,2025-01-13 12:01:00,11.76,card_685,0,2024-06-17,device_741
252,251,2025-01-16 15:16:00,34.75,card_548,0,2024-06-17,device_741
959,251,2025-01-19 21:39:00,34.13,card_844,0,2024-06-17,device_741
1027,251,2025-01-20 07:13:00,41.87,card_825,0,2024-06-17,device_741
9636,251,2025-01-22 17:01:00,87.11,card_594,0,2024-06-17,device_741
6432,251,2025-01-23 10:04:00,12.08,card_106,0,2024-06-17,device_741
6810,251,2025-01-27 06:57:00,72.64,card_223,0,2024-06-17,device_741
8017,251,2025-01-30 20:35:00,42.41,card_241,0,2024-06-17,device_741
4612,252,2025-01-01 02:57:00,62.97,card_311,0,2024-05-27,device_60
7188,252,2025-01-05 10:19:00,39.45,card_195,0,2024-05-27,device_60
4690,252,2025-01-11 00:08:00,36.48,card_138,0,2024-05-27,device_60
2929,252,2025-01-12 08:55:00,11.05,card_712,0,2024-05-27,device_60
6331,252,2025-01-13 21:20:00,53.05,card_98,0,2024-05-27,device_60
8416,252,2025-01-14 19:51:00,57.96,card_59,0,2024-05-27,device_60
6856,252,2025-01-16 02:33:00,10.66,card_735,0,2024-05-27,device_60
3515,252,2025-01-17 14:51:00,31.07,card_416,0,2024-05-27,device_60
2725,252,2025-01-18 19:08:00,44.03,card_328,0,2024-05-27,device_60
636,252,2025-01-19 17:44:00,96.39,card_186,0,2024-05-27,device_60
6487,252,2025-01-20 19:51:00,77.17,card_473,0,2024-05-27,device_60
2241,252,2025-01-22 17:50:00,40.42,card_887,0,2024-05-27,device_60
2469,252,2025-01-23 15:53:00,39.97,card_863,0,2024-05-27,device_60
218,252,2025-01-24 09:49:00,46.94,card_546,0,2024-05-27,device_60
4262,252,2025-01-24 22:36:00,80.1,card_895,0,2024-05-27,device_60
30,252,2025-01-25 14:54:00,9.3,card_764,0,2024-05-27,device_60
4697,252,2025-01-25 15:59:00,64.65,card_282,0,2024-05-27,device_60
2146,252,2025-01-26 10:11:00,16.11,card_282,0,2024-05-27,device_60
2547,252,2025-01-26 23:33:00,11.66,card_736,0,2024-05-27,device_60
9314,252,2025-01-27 05:53:00,62.34,card_464,0,2024-05-27,device_60
3183,253,2025-01-05 20:54:00,70.93,card_458,0,2024-10-04,device_558
5921,253,2025-01-06 12:40:00,37.36,card_432,0,2024-10-04,device_558
4,253,2025-01-09 10:22:00,29.9,card_152,0,2024-10-04,device_558
8052,253,2025-01-12 19:23:00,27.75,card_114,0,2024-10-04,device_558
18,253,2025-01-20 14:22:00,97.55,card_892,0,2024-10-04,device_558
9562,253,2025-01-20 22:28:00,26.7,card_552,0,2024-10-04,device_558
1181,253,2025-01-24 19:39:00,42.19,card_544,0,2024-10-04,device_558
9827,253,2025-01-25 21:30:00,79.71,card_698,0,2024-10-04,device_558
5989,253,2025-01-26 14:08:00,5.3,card_349,0,2024-10-04,device_558
7495,253,2025-01-29 08:41:00,51.75,card_359,0,2024-10-04,device_558
2035,254,2025-01-01 18:37:00,83.45,card_483,0,2024-11-24,device_552
1429,254,2025-01-02 08:24:00,17.01,card_239,0,2024-11-24,device_552
5914,254,2025-01-04 23:42:00,28.54,card_462,0,2024-11-24,device_552
9030,254,2025-01-05 03:04:00,67.4,card_296,0,2024-11-24,device_552
3037,254,2025-01-11 20:30:00,72.46,card_86,0,2024-11-24,device_552
9512,254,2025-01-11 21:18:00,31.2,card_791,0,2024-11-24,device_552
8062,254,2025-01-23 13:23:00,45.01,card_538,0,2024-11-24,device_552
409,254,2025-01-23 15:18:00,12.88,card_63,0,2024-11-24,device_552
1009,254,2025-01-27 10:58:00,7.3,card_417,0,2024-11-24,device_552
3419,254,2025-01-27 21:20:00,20.77,card_359,0,2024-11-24,device_552
7447,254,2025-01-30 07:29:00,6.67,card_184,0,2024-11-24,device_552
3327,255,2025-01-03 13:13:00,98.1,card_634,0,2024-03-07,device_370
666,255,2025-01-04 18:17:00,38.51,card_283,0,2024-03-07,device_370
2853,255,2025-01-06 08:37:00,30.07,card_158,0,2024-03-07,device_370
8831,255,2025-01-08 13:16:00,29.63,card_92,0,2024-03-07,device_370
8267,255,2025-01-08 21:10:00,66.14,card_221,0,2024-03-07,device_370
4004,255,2025-01-14 10:15:00,88.19,card_24,0,2024-03-07,device_370
5727,255,2025-01-14 13:14:00,80.28,card_702,0,2024-03-07,device_370
3175,255,2025-01-16 15:27:00,77.26,card_451,0,2024-03-07,device_370
16,255,2025-01-24 09:59:00,23.11,card_855,0,2024-03-07,device_370
5391,255,2025-01-30 05:27:00,85.32,card_519,0,2024-03-07,device_370
8871,256,2025-01-01 18:44:00,30.61,card_757,0,2024-09-27,device_139
5199,256,2025-01-04 16:33:00,88.43,card_49,0,2024-09-27,device_139
1344,256,2025-01-06 14:04:00,33.0,card_155,0,2024-09-27,device_139
7182,256,2025-01-09 22:52:00,70.96,card_557,0,2024-09-27,device_139
886,256,2025-01-14 21:46:00,76.03,card_234,0,2024-09-27,device_139
7172,256,2025-01-19 05:52:00,84.34,card_867,0,2024-09-27,device_139
8765,256,2025-01-24 05:15:00,73.58,card_307,0,2024-09-27,device_139
5704,256,2025-01-24 09:47:00,89.14,card_45,0,2024-09-27,device_139
3110,256,2025-01-29 15:34:00,60.72,card_502,0,2024-09-27,device_139
8471,257,2025-01-07 09:47:00,62.46,card_442,0,2024-09-09,device_756
5990,257,2025-01-07 21:56:00,30.57,card_36,0,2024-09-09,device_756
5100,257,2025-01-09 16:23:00,24.13,card_444,0,2024-09-09,device_756
824,257,2025-01-10 11:49:00,97.4,card_273,0,2024-09-09,device_756
7457,257,2025-01-17 13:25:00,50.69,card_589,0,2024-09-09,device_756
9897,257,2025-01-19 02:08:00,17.1,card_691,0,2024-09-09,device_756
9573,257,2025-01-24 21:15:00,76.23,card_329,0,2024-09-09,device_756
2235,257,2025-01-27 21:41:00,29.36,card_436,0,2024-09-09,device_756
3366,257,2025-01-29 17:31:00,52.52,card_816,0,2024-09-09,device_756
3157,257,2025-01-29 23:28:00,82.82,card_506,0,2024-09-09,device_756
4182,258,2025-01-02 16:22:00,11.5,card_325,0,2024-12-06,device_236
8984,258,2025-01-03 22:43:00,87.06,card_577,0,2024-12-06,device_236
4714,258,2025-01-06 17:45:00,66.33,card_17,0,2024-12-06,device_236
6095,258,2025-01-11 06:34:00,50.31,card_182,0,2024-12-06,device_236
7995,258,2025-01-12 05:09:00,30.54,card_104,0,2024-12-06,device_236
7003,258,2025-01-14 12:30:00,45.93,card_332,0,2024-12-06,device_236
8627,258,2025-01-22 09:20:00,52.95,card_599,0,2024-12-06,device_236
9445,258,2025-01-23 03:23:00,97.41,card_73,0,2024-12-06,device_236
422,258,2025-01-25 06:46:00,32.33,card_819,0,2024-12-06,device_236
3378,258,2025-01-25 20:11:00,14.91,card_482,0,2024-12-06,device_236
4310,258,2025-01-28 15:14:00,12.81,card_444,0,2024-12-06,device_236
5387,258,2025-01-28 20:53:00,23.91,card_511,0,2024-12-06,device_236
4878,259,2025-01-01 05:21:00,15.64,card_23,0,2024-08-06,device_609
3473,259,2025-01-02 13:50:00,33.34,card_860,0,2024-08-06,device_609
3083,259,2025-01-04 21:12:00,54.97,card_759,0,2024-08-06,device_609
2884,259,2025-01-07 13:54:00,27.31,card_516,0,2024-08-06,device_609
6406,259,2025-01-12 07:11:00,62.25,card_39,0,2024-08-06,device_609
2448,259,2025-01-13 23:28:00,19.3,card_224,0,2024-08-06,device_609
1816,259,2025-01-18 15:34:00,48.42,card_876,0,2024-08-06,device_609
1324,259,2025-01-24 04:35:00,29.18,card_393,0,2024-08-06,device_609
8379,259,2025-01-25 11:27:00,67.04,card_102,0,2024-08-06,device_609
2088,259,2025-01-25 18:10:00,51.07,card_515,0,2024-08-06,device_609
760,260,2025-01-01 22:01:00,32.89,card_211,0,2024-05-14,device_82
5845,260,2025-01-03 10:09:00,18.35,card_262,0,2024-05-14,device_82
6628,260,2025-01-06 16:09:00,6.65,card_768,0,2024-05-14,device_82
1134,260,2025-01-07 12:26:00,81.81,card_101,0,2024-05-14,device_82
6918,260,2025-01-07 15:38:00,90.91,card_96,0,2024-05-14,device_82
1265,260,2025-01-11 04:22:00,37.62,card_397,0,2024-05-14,device_82
8367,260,2025-01-13 06:40:00,11.35,card_348,0,2024-05-14,device_82
4987,260,2025-01-16 11:44:00,74.7,card_890,0,2024-05-14,device_82
5872,260,2025-01-16 23:43:00,27.64,card_516,0,2024-05-14,device_82
6324,260,2025-01-18 09:23:00,72.34,card_573,0,2024-05-14,device_82
7874,260,2025-01-22 11:46:00,50.62,card_26,0,2024-05-14,device_82
4476,260,2025-01-25 02:18:00,65.49,card_369,0,2024-05-14,device_82
4452,260,2025-01-27 22:21:00,35.76,card_377,0,2024-05-14,device_82
3971,260,2025-01-28 10:06:00,16.22,card_406,0,2024-05-14,device_82
2308,261,2025-01-01 10:30:00,50.3,card_346,0,2024-08-30,device_319
4079,261,2025-01-05 18:26:00,35.2,card_203,0,2024-08-30,device_319
3742,261,2025-01-07 05:43:00,62.24,card_668,0,2024-08-30,device_319
9589,261,2025-01-08 02:57:00,42.57,card_498,0,2024-08-30,device_319
9665,261,2025-01-08 11:07:00,61.56,card_670,0,2024-08-30,device_319
2065,261,2025-01-17 15:05:00,59.1,card_34,0,2024-08-30,device_319
8818,261,2025-01-23 19:22:00,6.45,card_588,0,2024-08-30,device_319
1007,261,2025-01-25 17:32:00,94.43,card_809,0,2024-08-30,device_319
5563,262,2025-01-02 18:03:00,33.87,card_686,0,2024-01-22,device_113
5878,262,2025-01-05 20:40:00,88.57,card_344,0,2024-01-22,device_113
6928,262,2025-01-06 01:40:00,47.49,card_320,0,2024-01-22,device_113
1716,262,2025-01-07 17:12:00,36.26,card_346,0,2024-01-22,device_113
8983,262,2025-01-09 09:41:00,99.7,card_177,0,2024-01-22,device_113
9142,262,2025-01-09 22:46:00,46.95,card_471,0,2024-01-22,device_113
8743,262,2025-01-11 18:56:00,23.84,card_828,0,2024-01-22,device_113
1351,262,2025-01-11 22:22:00,83.03,card_727,0,2024-01-22,device_113
1620,262,2025-01-14 06:20:00,65.17,card_220,0,2024-01-22,device_113
4889,262,2025-01-15 10:22:00,31.71,card_466,0,2024-01-22,device_113
3339,262,2025-01-17 03:23:00,73.85,card_679,0,2024-01-22,device_113
2449,262,2025-01-18 11:09:00,42.99,card_291,0,2024-01-22,device_113
534,262,2025-01-19 01:32:00,90.9,card_675,0,2024-01-22,device_113
1737,262,2025-01-20 02:37:00,23.75,card_276,0,2024-01-22,device_113
206,262,2025-01-23 06:46:00,78.3,card_720,0,2024-01-22,device_113
8411,262,2025-01-23 14:28:00,73.3,card_741,0,2024-01-22,device_113
7445,262,2025-01-23 18:18:00,48.29,card_434,0,2024-01-22,device_113
1622,262,2025-01-26 10:48:00,67.41,card_113,0,2024-01-22,device_113
5782,262,2025-01-29 05:20:00,93.42,card_346,0,2024-01-22,device_113
5802,263,2025-01-03 02:07:00,14.03,card_430,0,2024-04-25,device_711
3734,263,2025-01-05 08:19:00,13.07,card_484,0,2024-04-25,device_711
9451,263,2025-01-06 08:46:00,37.9,card_152,0,2024-04-25,device_711
4986,263,2025-01-08 00:34:00,49.08,card_595,0,2024-04-25,device_711
6448,263,2025-01-17 14:11:00,82.78,card_833,0,2024-04-25,device_711
2180,263,2025-01-19 00:38:00,95.68,card_214,0,2024-04-25,device_711
5726,263,2025-01-19 15:28:00,90.36,card_356,0,2024-04-25,device_711
7009,263,2025-01-27 08:40:00,93.73,card_97,0,2024-04-25,device_711
2741,263,2025-01-27 17:26:00,55.87,card_681,0,2024-04-25,device_711
4368,263,2025-01-30 16:12:00,76.75,card_588,0,2024-04-25,device_711
872,264,2025-01-03 17:06:00,20.45,card_497,0,2024-06-20,device_6
1796,264,2025-01-06 02:32:00,98.15,card_465,0,2024-06-20,device_6
8975,264,2025-01-08 01:28:00,20.9,card_340,0,2024-06-20,device_6
2535,264,2025-01-09 04:35:00,94.69,card_161,0,2024-06-20,device_6
3272,264,2025-01-10 15:44:00,96.26,card_731,0,2024-06-20,device_6
5099,264,2025-01-14 02:25:00,86.59,card_534,0,2024-06-20,device_6
2298,264,2025-01-14 19:44:00,17.29,card_101,0,2024-06-20,device_6
7900,264,2025-01-21 10:26:00,24.51,card_377,0,2024-06-20,device_6
9787,264,2025-01-21 21:09:00,93.59,card_147,0,2024-06-20,device_6
246,264,2025-01-22 12:43:00,79.92,card_467,0,2024-06-20,device_6
1094,264,2025-01-23 14:42:00,7.94,card_399,0,2024-06-20,device_6
3434,264,2025-01-23 22:49:00,48.89,card_812,0,2024-06-20,device_6
6472,264,2025-01-24 19:46:00,9.47,card_163,0,2024-06-20,device_6
2923,264,2025-01-28 14:51:00,72.56,card_619,0,2024-06-20,device_6
9220,265,2025-01-05 22:56:00,79.24,card_120,0,2024-11-19,device_337
5631,265,2025-01-08 03:41:00,34.15,card_844,0,2024-11-19,device_337
2941,265,2025-01-13 03:33:00,29.77,card_150,0,2024-11-19,device_337
7623,265,2025-01-13 10:55:00,80.78,card_892,0,2024-11-19,device_337
1625,265,2025-01-16 12:57:00,91.1,card_32,0,2024-11-19,device_337
1607,265,2025-01-17 09:41:00,54.18,card_285,0,2024-11-19,device_337
7513,265,2025-01-18 02:57:00,11.37,card_667,0,2024-11-19,device_337
2250,265,2025-01-18 04:03:00,69.54,card_895,0,2024-11-19,device_337
2242,265,2025-01-24 09:20:00,16.71,card_573,0,2024-11-19,device_337
7725,265,2025-01-30 16:03:00,18.15,card_837,0,2024-11-19,device_337
78,266,2025-01-01 01:32:00,80.56,card_131,0,2024-11-07,device_135
5057,266,2025-01-01 03:23:00,96.62,card_374,0,2024-11-07,device_135
4923,266,2025-01-07 12:33:00,5.02,card_272,0,2024-11-07,device_135
9295,266,2025-01-08 07:41:00,44.81,card_130,0,2024-11-07,device_135
5331,266,2025-01-09 13:19:00,15.86,card_414,0,2024-11-07,device_135
906,266,2025-01-14 10:30:00,88.92,card_324,0,2024-11-07,device_135
8049,266,2025-01-29 21:25:00,77.07,card_112,0,2024-11-07,device_135
1219,267,2025-01-02 07:50:00,70.79,card_399,0,2024-05-06,device_350
5567,267,2025-01-13 03:31:00,97.92,card_369,0,2024-05-06,device_350
8701,267,2025-01-14 17:16:00,23.87,card_808,0,2024-05-06,device_350
3704,267,2025-01-15 05:41:00,34.29,card_670,0,2024-05-06,device_350
4482,267,2025-01-21 22:55:00,54.06,card_242,0,2024-05-06,device_350
1466,267,2025-01-22 02:34:00,28.91,card_673,0,2024-05-06,device_350
3296,267,2025-01-22 11:13:00,34.4,card_657,0,2024-05-06,device_350
3308,267,2025-01-25 16:38:00,68.41,card_153,0,2024-05-06,device_350
4783,268,2025-01-09 02:28:00,23.97,card_414,0,2024-11-04,device_232
3092,268,2025-01-11 16:18:00,20.9,card_247,0,2024-11-04,device_232
1122,268,2025-01-13 23:47:00,24.16,card_109,0,2024-11-04,device_232
1252,268,2025-01-14 08:13:00,30.16,card_848,0,2024-11-04,device_232
5519,268,2025-01-18 03:44:00,30.45,card_601,0,2024-11-04,device_232
400,268,2025-01-18 21:18:00,25.94,card_369,0,2024-11-04,device_232
758,268,2025-01-21 16:22:00,21.77,card_161,0,2024-11-04,device_232
8014,268,2025-01-21 21:21:00,6.27,card_843,0,2024-11-04,device_232
9497,268,2025-01-28 07:28:00,68.27,card_525,0,2024-11-04,device_232
8622,269,2025-01-03 09:30:00,19.74,card_81,0,2024-10-07,device_157
5690,269,2025-01-06 03:27:00,77.96,card_615,0,2024-10-07,device_157
8235,269,2025-01-20 02:36:00,41.24,card_450,0,2024-10-07,device_157
628,270,2025-01-01 02:28:00,10.07,card_162,0,2024-11-27,device_54
611,270,2025-01-04 01:13:00,33.14,card_506,0,2024-11-27,device_54
4624,270,2025-01-04 17:55:00,96.06,card_534,0,2024-11-27,device_54
5217,270,2025-01-06 01:17:00,54.83,card_842,0,2024-11-27,device_54
4019,270,2025-01-06 07:35:00,62.43,card_890,0,2024-11-27,device_54
5395,270,2025-01-07 03:46:00,71.82,card_852,0,2024-11-27,device_54
4904,270,2025-01-07 09:32:00,84.39,card_394,0,2024-11-27,device_54
8497,270,2025-01-18 03:47:00,92.94,card_402,0,2024-11-27,device_54
911,270,2025-01-21 02:24:00,89.73,card_283,0,2024-11-27,device_54
6799,270,2025-01-21 12:47:00,61.28,card_46,0,2024-11-27,device_54
1187,270,2025-01-22 03:26:00,68.23,card_797,0,2024-11-27,device_54
189,270,2025-01-26 08:02:00,36.96,card_366,0,2024-11-27,device_54
1515,270,2025-01-27 12:08:00,75.96,card_819,0,2024-11-27,device_54
7115,270,2025-01-28 05:55:00,27.6,card_96,0,2024-11-27,device_54
